star,Verfied_Audience_Comment,label
5.0,"At the core, the movie is about family and has a lot of heart (and hunor).",1
5.0,The movie was very good and the atmosphere was awesome as well.,1
5.0,"Loved it!!! Great humor, super action- well done",1
5.0,Really great movie. Loved how authentic it felt and I almost forgot it was a Marvel (MCU) movie. Definitely recommend.,1
4.0,Didn’t know what to expect and came out of this movie blown away! Can’t wait to see Shang-Chi become a bigger part of the MCU!,1
5.0,"The best MCU movie! It had humor, action, and followed the comic story line well. Even paid homage to Shang Chi’s outfit from the comics.",1
5.0,"Shang-Chi was great from beginning to end, can't wait for the nest one!",1
5.0,"Loved it . This was a fun , exciting take on the Marvel world. We cant wait to see the sequel.",1
5.0,"Great action scenes, Comedy, and looking forward to seeing where they take this part of the MCU!",1
5.0,Really good film-thoroughly enjoyed it and good to get back into a cinema too!,1
2.5,The other Marvel movies are much better than this one,-1
5.0,Great story line! Aquafina was terrific as comic relief.,1
4.0,Great family movie with lots of action. Aquafina was hilarious. This guy is the new Jackie Chan.,1
4.5,My boyfriend talked me into it. I am not disappointed it was amazing!!,1
5.0,"Exciting, funny, all around good",1
5.0,"plenty of action and best of all, my two boys loved the movie!",1
4.5,"A strong next chapter in Marvel’s series. Somewhat over the top with the silliness and misplaced jokes in between serious scenes on several places, but that’s just me, I guess. A must see, no matter if you are comics fan or not.",1
4.0,"Storyline well developed . Maybe a little long. CGI in some scenes unclear. All in all a fun movie ,worth the time and money.",1
5.0,great fighting scenes & i enjoyed the SFX.,1
5.0,Excellent story and excellent movie,1
4.0,Loved the special effects. There were five in our group ages 9 to 70 and we all really enjoyed it!,1
5.0,I went with my family and we liked this movie,1
4.0,Kung Fu Action with a MCU twist.,1
5.0,Fast paced. Great fight scenes. Cameos and references linked it well in the overall Marvel universe.,1
5.0,Special effect was awesome,1
5.0,Awesome movie in every way.,1
4.5,Absolutely loved it! Definitely recommend,1
5.0,Loved the movie. Could arguably be one of the best marvel films I’ve seen. It’s a must to check it out,1
5.0,amazing graphics and special effects. love the modern day humor and behaviors,1
5.0,Great movie plot and visual effects,1
4.0,"Truly excellent. This had lots of great, laughs and truly astounding action scenes. The end dragged on a bit long but otherwise it is fantastic! A new Marvel hero is born!! And that post credit scene wowza!",1
5.0,Excellent!!!! Fantastic orgin story that's going to open many doors for Marvel going forward.,1
3.5,Nothing like the actual character but still a fun visual ride. The end scene was lazily written and somewhat forced. Hope MCU applies more creativity to this character in future films.,0
5.0,Great movie! Action packed and funny.,1
5.0,"love the story, The action. the characters...",1
3.5,Fun but not a lot of plot.,0
5.0,I was not going to go but I’m glad I did I enjoyed so much I mite go watch it again,1
4.5,The movie was definitely family-friendly and entertaining.,1
5.0,"One of the best movies of all time Reaches the height of one of the best cinematic experiences of the decade. Beautiful, Stunning, adventurous, inspiring!",1
5.0,"Excellent mix of darkness, action, character development, and humor, just like reading a (good) comic book! Very exciting fight sequences, top-notch special effects, and well written (story line and dialog). I went with my wife and her adult daughter they both have extensive background with anime and Marvel, while I am more of a casual, but we all enjoyed it greatly.",1
5.0,"100% recommended. It's fresh, exciting, and you're going to be sitting from start to finish. Simply excellent.",1
4.0,"Marvel made a story line, yay! Martial arts is outstanding. GOT fans will be happily surprised! Enjoy !",1
1.0,I thought it was a more of serios movie it was cheesey but the special effects were pretty good.,-1
5.0,Very good fun lots of action and especially what I liked the most is the no drama bullshit of all the Marvel movies,1
4.5,I thought it had a really good storyline. There was plenty of action as well.,1
5.0,Very entertaining! Lots of action and cool graphics.,1
5.0,"Lots fun, lots of action and story line great with a bit of a twist here and there",1
5.0,"Best movie I have seen in awhile! Fight scenes were incredible, story was unique and compelling, and characters were interesting! Loved this movie!!",1
5.0,Great fun looking forward to the next one.,1
5.0,Loved the movie. Only issue was it took a while to get waters. My husbands beer was out immediately. Food was cold by the time we got it.,1
5.0,I absolutely loved the movie from beginning to end! Akwafina was hilarious as usual! Excellent!! Everyone did a fabulous job!! I give it a 10 for sure! Go see it it is worth your time and money!!!!,1
4.0,Great fight sequences. Good special effects. Enjoyed the callbacks to previous Marvel films. Story made me care about the characters.,1
5.0,"Very cute, funny and emotional story with strong fights and special effects added. Really enjoyed it",1
4.0,Another solid Marvel origin story! Love the acting and culture. Marvel action & graphics never disappoint. Enjoyed it!,1
5.0,Fun family movie! We all had a great time,1
5.0,One of the best superhero movies!!,1
5.0,Great action sequences and effects,1
5.0,Loved the martial arts scenes so well choreographed. Awkwafina was funny. Good chemistry with actors.,1
5.0,The movie was very entertaining with lots of action. We went with our teenage granddaughters and we all loved it.,1
5.0,Fun movie with some heart.,1
5.0,What an awesome movie! The comedy is entertaining! The action and martial art fights are excellent! And the life lesson is very applicable. I'm probably going to buy this movie when it is available on demand!,1
5.0,So good. Great combination of martial arts and marvel comedy/action!,1
4.5,I am not a superhero fan but this worked for me. Enough comic relief and of course a lot of action and CGI.,1
0.5,The plots are super predictable with no depth whatsoever..,-1
5.0,Excellent movie we hope there is a sequel,1
5.0,"Great movie, enjoyed every minutedont leave until after all the credits are done",1
5.0,Very exciting and keeps you entertained. Must see!,1
5.0,I loved the fanciful secret land. I loved the action and the story. And I love the choreography for the fight scenes. 👍👍👍,1
5.0,I like this movie because it had action in it and surprised me with the different things that occurred.,1
4.5,Loved it! Action packed and had Karate & Dragons!,1
5.0,"Loved this movie. Great acting. Relatable human characters. There is a story behind the actions, and that's what I like!",1
5.0,"Great, well done. Good action non stop.",1
5.0,"Loved all the hand to hand combat! So refreshing to see. Also gotta love all the representation. Loved the dynamic between Shang-Chi and Katy, too!",1
5.0,It was excellent. Great story. Wonderful special effects and good acting,1
4.0,"Great addition to the MCU, works well as a stand- alone movie too.",1
5.0,Fun really cool movie. Loved the humor and the action well done,1
5.0,"Awesome! Marvel does it again... Lots of action, martial arts, comedy. Excellent actors. Have seen it twice.",1
5.0,One of the best this year!,1
5.0,"Great movie! If you enjoy the genre, don’t miss this one.",1
3.5,"Very entertaining, good action, and fun for the family",0
5.0,New characters were delightful. Loved the tongue in cheek humor interspersed throughout.,1
5.0,Marvel Rocked it! Love the characters!,1
4.0,"Excellent movie that paid homage to the martial-arts movies of old. The father of Shang Chi was the highlight of the movie for me. A great 'villain' who is not as black and white as other supervillains in the MCU. To top it off the action sequences, and CGI were phenomenal. My only criticism is I would have liked to see more of the emotional turmoil on Shang Chi, and his sisters part upon facing their father and the truth about their mother's ancestry. But overall, great movie",1
